ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
364,18.479907,77.406236,14.7,-70.7,7.02,2.89,Negativno,Ne
365,18.467575,77.401455,13.2,-49.5,6.61,1.99,Negativno,Ne
366,18.484328,77.380333,1.3,-55.3,7.7,4.23,Negativno,Ne
367,18.478511,77.403343,9.5,-30.7,6.8,4.28,Negativno,Ne
368,18.486915,77.395519,1.2,-40.8,7.28,1.8,Negativno,Da
369,18.468093,77.391269,14.1,-56.2,6.57,0.41,Negativno,Ne
370,18.482511,77.38121,5.3,-52.8,6.75,1.6,Negativno,Ne
371,18.479714,77.388686,7.1,-54.2,6.89,4.79,Negativno,Ne
372,18.494934,77.391805,10.8,-60.1,7.01,0.42,Negativno,Ne
373,18.468627,77.374349,11.8,-59.3,6.86,1.01,Negativno,Ne
374,18.474131,77.392879,2.4,-42.6,7.14,0.67,Negativno,Ne
375,18.478618,77.378668,8.2,-29.1,7.95,2.83,Negativno,Ne
376,18.472456,77.381568,0.9,-34.4,6.88,2.57,Negativno,Ne
377,18.470042,77.390601,14.0,-44.7,6.91,3.04,Negativno,Da
378,18.485113,77.407964,4.2,-48.8,6.21,1.74,Negativno,Ne
379,18.480754,77.391982,8.9,-42.2,7.5,1.97,Negativno,Ne
380,18.483221,77.388648,13.2,-69.0,7.28,1.9,Negativno,Ne
381,18.474431,77.384686,8.1,-56.6,6.55,4.17,Negativno,Da
382,18.47224,77.394593,9.1,-62.9,7.44,0.24,Negativno,Ne
383,18.485241,77.393593,10.9,-68.2,6.84,0.57,Negativno,Ne
384,18.493958,77.407914,1.4,-48.4,7.19,3.67,Negativno,Ne
385,18.467394,77.386064,8.1,-61.1,6.1,0.31,Negativno,Ne
386,18.465438,77.38184,13.3,-39.9,7.12,4.88,Negativno,Ne
387,18.469817,77.413335,12.6,-51.9,7.31,5.49,Negativno,Ne
388,18.48594,77.386903,10.4,-46.3,6.41,4.68,Negativno,Ne
389,18.470344,77.381702,2.8,-60.2,7.44,0.34,Negativno,Ne
390,18.486669,77.409106,4.4,-58.5,6.96,5.33,Negativno,Ne
391,18.470047,77.3773,13.6,-45.4,6.44,2.66,Negativno,Ne
392,18.491869,77.389737,0.3,-43.6,6.72,3.28,Negativno,Ne
393,18.457745,77.388403,0.6,-76.2,6.48,3.45,Negativno,Ne
394,18.472209,77.398047,9.8,-62.7,7.41,4.0,Negativno,Ne
395,18.498823,77.394507,4.7,-34.4,6.54,1.97,Negativno,Ne
396,18.464122,77.393248,4.1,-48.7,6.1,0.8,Negativno,Ne
397,18.485649,77.387886,8.5,-41.8,7.19,4.69,Negativno,Ne
398,18.481513,77.405828,11.9,-52.8,7.15,2.16,Negativno,Ne
399,18.471573,77.404499,13.3,-43.0,7.11,1.57,Negativno,Ne
400,18.463453,77.396074,12.2,-50.5,7.5,1.53,Negativno,Ne
401,18.499716,77.388793,2.1,-62.9,6.98,4.15,Negativno,Ne
402,18.475578,77.391219,11.2,-12.8,7.33,4.495562950542293,Pozitivno,Da
403,18.47271,77.378948,11.9,-46.4,6.47,5.55,Negativno,Ne
404,18.465434,77.385379,7.5,-36.8,5.84,4.61,Negativno,Ne
405,18.463156,77.387471,7.8,-46.8,7.66,1.23,Negativno,Ne
406,18.477783,77.381532,2.0,-43.3,7.34,5.68,Negativno,Da
407,18.475023,77.400523,10.2,-55.1,7.22,1.93,Negativno,Ne
408,18.477848,77.389396,2.1,-47.2,5.6,4.4,Negativno,Ne
409,18.491463,77.387021,1.8,-69.9,7.16,4.58,Negativno,Ne
410,18.481136,77.389823,4.6,-75.9,7.71,5.15,Negativno,Ne
411,18.476422,77.387732,5.0,-56.1,6.41,2.72,Negativno,Ne
412,18.47381,77.374189,2.5,-64.9,7.15,4.94,Negativno,Ne
413,18.478797,77.396989,7.5,-63.8,7.31,2.06,Negativno,Ne
414,18.470871,77.378843,0.4,-27.0,6.13,4.82,Negativno,Ne
415,18.484128,77.413895,8.7,-30.6,7.0,3.12,Negativno,Da
416,18.476349,77.410568,1.0,-49.0,7.08,5.71,Negativno,Ne
417,18.475372,77.400959,8.8,-40.2,6.66,5.76,Negativno,Ne
418,18.477922,77.39996,11.6,-65.7,6.64,3.62,Negativno,Ne
419,18.479573,77.386729,2.2,-37.2,6.89,4.81,Negativno,Ne
420,18.508367,77.411818,10.5,-58.3,7.16,0.36,Negativno,Ne
421,18.46914,77.407289,11.6,-46.7,6.83,3.0,Negativno,Ne
422,18.483912,77.378281,4.7,-36.1,7.07,5.4,Negativno,Ne
423,18.459075,77.386662,0.6,-42.6,6.65,5.45,Negativno,Ne
424,18.476511,77.378846,14.6,-76.5,7.46,2.95,Negativno,Ne
425,18.46987,77.384172,2.9,-30.0,7.4,1.25,Negativno,Ne
426,18.491759,77.390138,4.2,-51.6,7.01,5.09,Negativno,Ne
427,18.468376,77.395173,13.2,-50.8,7.01,2.26,Negativno,Ne
428,18.479999,77.394868,9.2,-65.7,7.19,3.75,Negativno,Ne
429,18.495385,77.390249,14.9,-64.3,6.46,0.5,Negativno,Ne
430,18.467154,77.40805,10.1,-30.9,6.6,4.8,Negativno,Ne
431,18.467453,77.392073,2.9,-41.3,7.22,2.84,Negativno,Ne
432,18.492208,77.396347,2.5,-73.1,5.83,1.91,Pozitivno,Ne
433,18.494663,77.381302,5.0,-40.7,6.47,2.48,Negativno,Ne
434,18.470747,77.380708,7.0,-57.0,7.14,1.7,Negativno,Ne
435,18.490032,77.384357,0.6,-74.2,6.74,2.49,Negativno,Ne
436,18.484017,77.409618,1.1,-46.2,6.79,3.69,Negativno,Ne
437,18.481009,77.394321,3.2,-72.1,7.57,5.34,Negativno,Ne
438,18.473253,77.391013,11.7,-70.7,7.24,2.27,Negativno,Ne
439,18.487892,77.387816,3.0,-54.8,6.81,4.22,Negativno,Da
440,18.475282,77.388583,6.2,-72.6,7.53,2.27,Negativno,Da
441,18.494511,77.374912,3.2,-68.5,7.48,1.71,Negativno,Ne
442,18.480027,77.374867,11.6,-40.8,7.11,0.17,Pozitivno,Ne
443,18.479119,77.390332,10.7,-34.7,6.66,2.85,Negativno,Ne
444,18.485057,77.392572,4.3,-83.6,7.43,5.76,Negativno,Ne
445,18.468725,77.401156,7.8,-40.9,6.53,4.98,Negativno,Ne
446,18.481425,77.401438,2.3,-22.0,7.47,3.17,Negativno,Ne
447,18.475849,77.383061,2.3,-59.3,6.54,0.45,Negativno,Ne
448,18.495423,77.385161,6.1,-58.2,7.24,4.02,Negativno,Ne
449,18.472124,77.391719,5.5,-46.8,6.59,5.7,Negativno,Ne
450,18.488728,77.386707,3.7,-46.7,7.02,3.67,Negativno,Ne
451,18.48737,77.369266,1.1,-55.9,7.64,0.95,Negativno,Ne
452,18.473764,77.395715,11.0,-31.8,6.61,3.85,Negativno,Ne
453,18.477545,77.384801,13.4,-71.7,6.95,3.13,Negativno,Ne
454,18.488243,77.380255,10.8,-31.7,6.77,0.5,Pozitivno,Ne
455,18.472997,77.395667,3.3,-30.9,6.65,1.44,Negativno,Ne
456,18.486928,77.401281,11.9,-50.3,7.16,4.76,Negativno,Ne
457,18.463104,77.393777,9.2,-38.7,6.89,2.69,Negativno,Ne
458,18.488038,77.391311,0.9,-42.7,6.79,3.31,Negativno,Ne
459,18.486188,77.390079,2.9,-64.1,6.46,5.52,Negativno,Ne
460,18.48311,77.411018,14.9,-46.8,7.54,5.13,Negativno,Ne
461,18.506093,77.387758,12.0,-50.2,7.33,1.32,Pozitivno,Ne
462,18.473974,77.376785,1.6,-38.1,7.09,4.43,Negativno,Ne
463,18.500987,77.393674,13.0,-87.5,6.93,0.27,Negativno,Ne
464,18.472906,77.374985,9.0,-22.5,7.06,3.37,Negativno,Ne
465,18.493934,77.390889,4.9,4.8,7.94,5.08,Negativno,Ne
466,18.496546,77.3938,14.3,-55.4,6.8,3.36,Negativno,Ne
467,18.464928,77.381923,3.5,-37.3,6.61,2.99,Negativno,Ne
468,18.471757,77.383932,8.8,-46.3,7.05,5.72,Negativno,Ne
469,18.481727,77.3861,2.4,-80.0,7.33,1.52,Negativno,Ne
470,18.460575,77.402059,11.5,-51.6,7.3,3.36,Negativno,Ne
471,18.497593,77.389374,2.5,-33.1,6.85,1.64,Negativno,Da
472,18.497507,77.393115,14.4,-51.6,7.38,4.26,Negativno,Ne
473,18.485727,77.380906,2.5,-50.1,7.87,2.97,Negativno,Ne
474,18.496735,77.4019,0.8,-29.9,5.75,4.0,Negativno,Ne
475,18.474849,77.378595,11.3,-41.0,6.26,5.12,Negativno,Ne
476,18.47875,77.403044,9.1,-40.8,7.92,5.44,Negativno,Ne
477,18.485869,77.39259,14.8,-66.3,6.67,5.8,Negativno,Ne
478,18.482808,77.406594,7.3,-74.4,7.43,5.49,Negativno,Ne
479,18.507225,77.398664,11.8,-24.0,6.63,3.47,Negativno,Ne
480,18.486637,77.382362,1.3,-19.6,6.74,5.600616188900903,Pozitivno,Da
481,18.473246,77.403068,11.8,-55.9,7.16,4.87,Negativno,Ne
482,18.469142,77.405972,6.6,-43.5,7.33,2.48,Negativno,Ne
483,18.45852,77.378329,5.7,-45.3,7.22,3.68,Negativno,Ne
484,18.465808,77.391403,9.4,-46.8,6.58,2.05,Negativno,Da
485,18.476087,77.385064,2.5,-29.2,7.0,4.58,Negativno,Da
486,18.489464,77.390961,0.4,-41.7,6.87,5.26,Negativno,Ne
487,18.474739,77.415545,5.5,-7.5,7.14,2.72,Negativno,Ne
488,18.46659,77.384452,1.5,-47.9,6.94,4.81,Negativno,Ne
489,18.49782,77.386398,7.8,-40.2,6.32,2.32,Negativno,Ne
490,18.483978,77.389449,12.3,-13.7,6.99,5.79,Pozitivno,Ne
491,18.466034,77.379764,3.9,-22.6,7.57,0.96,Negativno,Ne
492,18.461061,77.394232,13.6,-46.5,7.91,2.37,Negativno,Ne
493,18.49172,77.388057,5.0,-36.3,7.72,5.56,Negativno,Ne
494,18.483444,77.385334,8.3,-75.6,7.15,4.57,Negativno,Ne
495,18.473859,77.389827,3.5,-56.4,6.29,3.05,Negativno,Ne
496,18.473541,77.398917,14.6,-71.4,7.3,5.08,Pozitivno,Ne
497,18.469079,77.381309,13.7,-51.5,7.88,1.88,Negativno,Ne
498,18.495435,77.399349,9.0,-74.6,6.97,5.52,Pozitivno,Ne
499,18.47544,77.395232,7.3,-33.1,7.23,3.78,Negativno,Ne
500,18.489222,77.401376,1.5,-49.9,7.14,5.26,Negativno,Da
501,18.47488,77.399024,5.4,-62.4,6.45,5.78,Negativno,Ne
502,18.486562,77.398311,9.7,-36.7,7.2,3.68,Negativno,Ne
503,18.493515,77.402062,3.1,-51.5,6.95,2.46,Pozitivno,Ne
504,18.486357,77.390364,14.5,-45.9,6.01,1.69,Negativno,Ne
505,18.461447,77.379701,0.7,-46.2,6.75,4.62,Negativno,Ne
506,18.47272,77.379273,13.3,-51.3,7.5,3.42,Negativno,Ne
507,18.504757,77.375981,1.6,-74.0,6.03,3.04,Negativno,Ne
508,18.486682,77.388062,12.8,-51.1,6.93,4.72,Negativno,Ne
509,18.479789,77.380044,1.1,-44.7,5.59,3.16,Negativno,Ne
510,18.467165,77.380627,8.8,-51.3,6.67,0.89,Negativno,Ne
511,18.486585,77.38525,13.8,-9.5,7.4,4.430616188900903,Pozitivno,Da
512,18.491248,77.370479,13.7,-52.2,7.25,1.36,Pozitivno,Ne
513,18.456059,77.392632,2.7,-29.6,7.0,2.54,Pozitivno,Ne
514,18.476685,77.401063,7.4,-63.1,7.05,4.36,Negativno,Ne
515,18.489399,77.392446,14.3,-55.2,7.21,2.9,Pozitivno,Ne
516,18.492043,77.374723,4.2,-40.7,6.84,0.42,Negativno,Ne
517,18.470685,77.381165,5.8,-42.0,7.32,5.33,Negativno,Ne
518,18.472666,77.403966,10.4,-31.8,8.54,3.89,Pozitivno,Ne
519,18.480471,77.380716,5.0,-57.8,6.95,1.44,Negativno,Ne
520,18.492839,77.39217,8.7,-31.5,6.53,1.43,Negativno,Da
521,18.472433,77.384571,2.5,-62.5,7.58,2.41,Negativno,Ne
522,18.48026,77.391844,6.1,-57.0,7.24,2.83,Pozitivno,Ne
523,18.470178,77.366821,7.8,-37.1,6.53,3.74,Negativno,Ne
524,18.492703,77.400899,7.9,-46.0,7.2,3.7,Negativno,Ne
525,18.465083,77.385118,5.2,-51.3,7.65,5.5,Pozitivno,Ne
526,18.473139,77.376462,10.6,-48.7,7.5,3.72,Negativno,Ne
527,18.487629,77.373831,4.3,-27.8,7.41,4.69,Negativno,Ne
528,18.491006,77.395762,10.2,-39.2,7.51,5.4,Negativno,Ne
529,18.488071,77.373572,13.0,-66.8,6.73,3.65,Negativno,Ne
530,18.482382,77.391933,6.0,-25.6,7.3,5.99,Negativno,Ne
531,18.491015,77.385489,1.6,-51.0,6.54,4.81,Negativno,Ne
532,18.474609,77.382543,6.6,-36.2,7.8,5.94,Negativno,Ne
533,18.45782,77.382108,9.2,-46.4,7.22,4.48,Negativno,Ne
534,18.457211,77.374764,8.2,-63.0,6.74,4.82,Negativno,Ne
535,18.495305,77.386567,4.1,-47.1,7.45,1.3,Negativno,Ne
536,18.499034,77.402704,14.2,-48.7,6.55,5.46,Negativno,Ne
537,18.468711,77.37599,9.0,-76.8,6.49,4.47,Negativno,Ne
538,18.456062,77.393079,7.8,-53.9,6.83,1.29,Pozitivno,Ne
539,18.482845,77.374784,7.9,-47.1,6.76,0.42,Negativno,Ne
540,18.489926,77.386682,4.2,-73.6,6.98,1.36,Negativno,Ne
541,18.469588,77.380112,6.1,-78.4,6.44,4.62,Negativno,Ne
542,18.475838,77.369806,14.0,-56.5,6.55,4.71,Negativno,Ne
543,18.493578,77.389694,3.0,-45.7,5.88,1.24,Negativno,Ne
544,18.470761,77.391537,5.9,-39.1,6.45,4.17,Negativno,Ne
545,18.484469,77.391693,14.9,-65.8,6.89,1.42,Negativno,Ne
546,18.467222,77.402864,2.0,-56.4,7.06,5.3,Negativno,Ne
547,18.495028,77.39414,4.4,-60.8,7.24,1.75,Negativno,Ne
548,18.485622,77.365786,8.8,-47.7,6.87,3.82,Negativno,Ne
549,18.484628,77.394328,10.1,-86.0,6.81,3.39,Negativno,Ne
550,18.468131,77.375985,9.4,-24.7,6.62,3.33,Negativno,Ne
551,18.489367,77.39011,5.3,-69.5,6.04,0.33,Negativno,Ne
552,18.492258,77.385548,8.2,-11.0,6.03,0.78,Negativno,Ne
553,18.481243,77.399085,13.1,-19.3,6.81,3.12,Negativno,Ne
554,18.474825,77.39205,9.7,-11.5,6.86,7.355562950542293,Pozitivno,Da
555,18.474666,77.375725,4.0,-66.1,6.97,0.6,Negativno,Ne
556,18.465122,77.381887,5.2,-48.5,7.28,2.89,Negativno,Ne
557,18.481671,77.389367,5.9,-37.1,6.97,4.84,Negativno,Ne
558,18.467243,77.373922,13.4,-40.6,6.32,0.88,Negativno,Ne
559,18.461007,77.384944,11.5,-47.8,7.46,2.66,Negativno,Ne
560,18.482017,77.395312,10.6,-41.9,6.41,2.7,Negativno,Ne
561,18.467755,77.392326,2.1,-53.6,6.66,4.68,Negativno,Ne
562,18.499946,77.393964,8.9,-61.2,6.06,0.38,Negativno,Ne
563,18.477533,77.368257,8.6,-45.4,6.65,3.32,Negativno,Ne
564,18.500146,77.405153,6.8,-51.7,7.03,5.63,Negativno,Ne
565,18.493149,77.387592,3.0,-39.6,6.94,5.42,Negativno,Ne
566,18.494635,77.39282,14.3,-36.3,6.71,5.25,Negativno,Ne
567,18.473305,77.383454,5.1,-72.0,6.74,4.52,Negativno,Ne
568,18.477769,77.375398,14.2,-25.0,7.06,5.75,Negativno,Ne
569,18.475584,77.39168,10.1,-18.6,6.28,9.915562950542292,Pozitivno,Da
570,18.476069,77.398532,14.4,-32.1,7.05,2.59,Negativno,Ne
571,18.482758,77.394599,1.6,-32.4,6.98,4.09,Negativno,Ne
572,18.483056,77.37948,13.9,-89.2,7.54,5.78,Negativno,Ne
573,18.48233,77.389088,10.0,-51.6,6.44,5.29,Negativno,Ne
574,18.487708,77.390643,11.6,-44.1,6.91,4.14,Negativno,Ne
575,18.486307,77.39476,2.0,-50.1,7.68,2.9,Negativno,Ne
576,18.466399,77.373966,9.7,-34.8,7.7,4.09,Negativno,Ne
577,18.489033,77.392238,3.0,-43.2,7.01,5.88,Negativno,Ne
578,18.483544,77.360601,12.8,-39.3,7.5,2.86,Negativno,Ne
579,18.473652,77.381331,10.7,-56.4,7.16,5.69,Negativno,Ne
580,18.497082,77.386042,6.6,-83.2,7.79,0.4,Pozitivno,Ne
581,18.467564,77.388905,14.1,-65.5,6.85,5.17,Negativno,Ne
582,18.477821,77.411094,8.4,-42.6,6.85,3.23,Negativno,Ne
583,18.491049,77.385182,2.2,-50.0,7.67,1.34,Negativno,Ne
584,18.465625,77.388942,12.9,-52.4,6.89,2.31,Negativno,Ne
585,18.4826,77.37837,10.0,-53.8,6.36,5.79,Negativno,Ne
586,18.463464,77.377371,10.9,-47.4,7.7,4.59,Negativno,Ne
587,18.479525,77.377614,7.3,-40.1,7.01,5.46,Negativno,Ne
588,18.485389,77.376042,11.6,-48.2,7.03,1.39,Negativno,Ne
589,18.476505,77.392813,4.8,-19.1,6.4,8.675562950542293,Pozitivno,Da
590,18.504724,77.396478,3.6,-41.0,7.32,5.42,Negativno,Ne
591,18.471171,77.394116,14.6,-50.5,7.54,5.29,Pozitivno,Ne
592,18.474944,77.385073,12.1,-52.1,7.61,3.44,Negativno,Ne
593,18.49288,77.385488,4.3,-25.4,6.83,0.28,Negativno,Ne
594,18.482427,77.3875,9.4,-43.0,6.18,3.72,Pozitivno,Ne
595,18.474772,77.390812,9.3,-15.3,7.26,7.775562950542293,Pozitivno,Da
596,18.471993,77.391908,5.9,-39.1,6.37,5.9,Negativno,Ne
597,18.480503,77.392375,9.3,-64.4,6.58,2.37,Negativno,Ne
598,18.472752,77.396644,3.7,-19.5,6.39,1.61,Negativno,Ne
599,18.48636,77.378988,14.9,-51.1,6.6,1.94,Negativno,Ne
600,18.483292,77.379029,15.0,-10.6,7.25,2.13,Negativno,Ne
601,18.468914,77.371941,2.1,-44.0,7.34,3.87,Negativno,Ne
602,18.472706,77.381839,1.5,-56.4,6.77,2.26,Negativno,Ne
603,18.470924,77.390323,14.6,-43.0,5.94,4.21,Negativno,Ne
604,18.468861,77.389202,10.6,-51.8,7.63,4.34,Negativno,Ne
605,18.484969,77.392157,3.7,-62.6,7.04,0.98,Negativno,Ne
606,18.48194,77.386592,1.2,-63.4,7.01,2.82,Negativno,Ne
607,18.476614,77.398862,3.1,-58.0,7.2,3.18,Negativno,Da
608,18.451154,77.387319,8.7,-46.9,6.82,2.32,Negativno,Da
609,18.488909,77.404706,3.5,-40.1,7.31,0.28,Pozitivno,Ne
610,18.475303,77.397757,1.8,-51.9,7.09,4.02,Negativno,Ne
611,18.472622,77.37953,13.2,-26.5,7.98,4.49,Negativno,Ne
612,18.473193,77.395938,1.3,-68.2,6.76,3.77,Pozitivno,Ne
613,18.478415,77.375324,8.6,-72.5,6.95,5.91,Negativno,Ne
614,18.49752,77.404175,13.2,-35.4,6.43,1.92,Negativno,Ne
615,18.48282,77.390767,2.0,-22.2,7.16,3.17,Pozitivno,Ne
616,18.474495,77.389538,4.3,-8.9,7.33,6.505562950542293,Pozitivno,Da
617,18.484799,77.397382,0.8,-40.8,6.58,1.0,Negativno,Da
618,18.491317,77.394172,12.9,-39.1,7.04,4.18,Negativno,Ne
619,18.495736,77.389574,4.1,-56.7,7.07,1.67,Pozitivno,Ne
620,18.48773,77.355049,2.9,-34.8,6.61,3.8,Negativno,Ne
621,18.468038,77.388365,5.2,-52.0,6.55,0.27,Negativno,Ne
622,18.480334,77.3869,11.6,-21.8,7.15,0.29,Negativno,Ne
623,18.481855,77.377064,5.6,-65.5,6.96,3.21,Negativno,Ne
624,18.470094,77.385786,12.9,-32.7,7.54,4.58,Negativno,Ne
625,18.479834,77.390209,6.9,-51.7,6.98,2.84,Negativno,Ne
626,18.472744,77.408821,0.4,-55.2,7.33,1.99,Negativno,Ne
627,18.493649,77.419061,1.9,-51.6,6.69,5.06,Negativno,Ne
628,18.48192,77.388433,11.6,-54.0,7.44,2.14,Pozitivno,Da
629,18.483846,77.385831,9.1,-57.4,7.12,4.04,Negativno,Ne
630,18.482691,77.384711,2.3,-49.9,6.44,5.99,Negativno,Da
631,18.479763,77.380003,13.6,-24.5,7.69,0.67,Negativno,Ne
632,18.4876,77.38472,14.6,-16.2,6.83,9.420616188900905,Pozitivno,Da
633,18.482418,77.374751,11.0,-42.9,6.75,3.24,Negativno,Ne
634,18.485876,77.373379,8.9,-52.9,6.81,0.56,Negativno,Ne
635,18.484985,77.390895,2.4,-42.1,6.81,0.76,Negativno,Ne
636,18.472248,77.402485,14.6,-35.9,6.56,3.52,Negativno,Ne
637,18.500144,77.402958,14.7,-57.8,6.54,5.66,Negativno,Ne
638,18.477901,77.379024,0.7,-40.1,7.43,5.65,Negativno,Ne
639,18.47543,77.396,3.7,-51.5,6.64,2.59,Negativno,Ne
640,18.490873,77.394365,12.3,-58.3,7.85,1.89,Negativno,Ne
641,18.472627,77.379682,12.0,-31.6,7.77,5.29,Negativno,Ne
642,18.485046,77.396606,8.4,-60.4,7.34,1.47,Negativno,Ne
643,18.477186,77.371215,4.0,-50.0,7.47,3.57,Negativno,Da
644,18.468645,77.390279,2.4,-42.1,6.74,5.55,Negativno,Ne
645,18.471128,77.371387,3.7,-56.5,7.45,1.75,Negativno,Ne
646,18.48605,77.385819,6.3,-61.7,7.47,0.15,Negativno,Ne
647,18.479817,77.400922,1.2,-45.2,7.46,2.4,Negativno,Ne
648,18.492864,77.394054,6.2,-38.1,7.57,5.96,Negativno,Ne
649,18.474214,77.401454,7.9,-42.1,6.34,4.94,Negativno,Ne
650,18.465881,77.404028,1.5,-44.0,7.87,2.07,Negativno,Ne
651,18.489506,77.400403,14.8,-28.6,7.07,5.25,Negativno,Ne
652,18.468493,77.389985,14.1,-67.3,6.69,2.73,Negativno,Ne
653,18.479058,77.400087,10.1,-64.1,6.28,5.4,Negativno,Ne
654,18.476855,77.382367,14.4,-38.5,6.3,0.27,Negativno,Ne
655,18.471068,77.392456,8.5,-86.5,6.87,2.7,Negativno,Da
656,18.479796,77.391065,12.4,-26.6,6.77,5.79,Negativno,Ne
657,18.464216,77.392325,8.0,-72.4,7.72,0.96,Negativno,Ne
658,18.465557,77.407405,14.8,-61.7,7.21,5.55,Negativno,Ne
659,18.471371,77.388932,8.6,-61.4,7.7,5.89,Negativno,Ne
660,18.486333,77.391859,3.4,-41.8,6.91,0.24,Negativno,Ne
661,18.48571,77.388432,2.9,-43.6,7.05,2.19,Pozitivno,Ne
662,18.498649,77.388167,14.4,-40.5,6.1,2.51,Negativno,Ne
663,18.475763,77.410487,4.1,-46.1,6.93,1.83,Negativno,Ne
664,18.490601,77.387473,6.1,-50.0,6.7,1.44,Negativno,Ne
665,18.476241,77.379846,7.0,-52.0,7.53,5.67,Negativno,Ne
667,18.4785,77.393076,5.0,-67.6,7.57,5.38,Negativno,Ne
668,18.482014,77.387329,13.9,-43.6,6.47,4.82,Negativno,Ne
669,18.483814,77.384592,8.6,-64.7,6.83,1.04,Negativno,Ne
670,18.463168,77.405601,3.6,-57.3,7.54,4.87,Negativno,Ne
671,18.48332,77.398172,13.5,-34.8,7.89,4.33,Negativno,Ne
672,18.483987,77.387712,13.9,-48.1,8.26,1.86,Negativno,Ne
673,18.46845,77.392663,13.4,-52.1,6.95,5.74,Negativno,Ne
674,18.471007,77.387617,5.0,-71.3,7.18,5.94,Negativno,Ne
675,18.470479,77.389798,6.3,-22.9,6.54,2.4,Negativno,Ne
676,18.476547,77.39655,0.2,-48.2,7.25,5.59,Negativno,Ne
677,18.473377,77.404997,9.9,-64.3,6.25,5.67,Negativno,Ne
678,18.475986,77.38301,1.2,-50.2,7.55,0.54,Negativno,Ne
679,18.48871,77.393861,8.1,-81.0,7.31,2.71,Negativno,Ne
680,18.484959,77.388362,2.4,-50.7,7.25,2.08,Negativno,Ne
681,18.477321,77.38173,9.6,-72.0,6.55,1.58,Negativno,Ne
682,18.481038,77.380873,3.5,-32.9,7.68,3.68,Negativno,Ne
683,18.478509,77.379137,0.3,-77.2,5.81,1.98,Negativno,Ne
684,18.481577,77.407351,10.6,-62.4,6.89,3.82,Negativno,Ne
685,18.480792,77.390999,10.3,-67.1,6.15,2.71,Negativno,Ne
686,18.507302,77.390563,3.0,-39.3,7.01,0.9,Negativno,Ne
687,18.487725,77.376236,7.1,-76.0,7.46,5.6,Negativno,Ne
688,18.476455,77.383984,5.4,-40.3,7.44,2.98,Negativno,Ne
689,18.47731,77.387242,1.9,-46.7,6.53,2.67,Negativno,Ne
690,18.49568,77.405,0.4,-65.3,7.69,5.92,Negativno,Ne
691,18.482235,77.389494,2.7,-59.8,6.57,5.01,Negativno,Ne
692,18.459277,77.38982,2.8,-37.5,8.01,1.63,Negativno,Da
693,18.506117,77.377164,2.2,-72.0,6.91,5.61,Negativno,Ne
694,18.491466,77.375199,2.6,-26.9,6.64,2.3,Negativno,Ne
695,18.47953,77.4,8.2,-43.1,6.24,0.16,Negativno,Ne
696,18.467916,77.38708,14.4,-61.1,6.66,3.94,Negativno,Ne
697,18.481398,77.388649,13.6,-63.7,5.9,1.89,Negativno,Ne
698,18.492979,77.387766,7.4,-64.3,6.72,2.07,Negativno,Ne
699,18.496082,77.391531,5.2,-77.1,6.26,0.77,Negativno,Ne
700,18.465759,77.389544,5.3,-61.6,6.14,2.39,Negativno,Ne
701,18.469475,77.386582,3.2,-59.4,6.7,3.58,Negativno,Ne
702,18.489396,77.407461,12.2,-57.5,7.4,2.03,Negativno,Ne
703,18.479523,77.388173,7.7,-41.4,6.9,3.89,Negativno,Ne
704,18.495682,77.386226,4.5,-56.8,6.95,4.46,Negativno,Ne
705,18.47487,77.393331,2.1,-45.6,6.2,5.27,Negativno,Ne
706,18.467352,77.386058,12.7,-56.9,6.97,2.98,Negativno,Ne
707,18.485729,77.393049,5.7,-50.4,8.1,2.71,Negativno,Ne
708,18.471754,77.370167,6.2,-48.4,7.05,0.87,Negativno,Ne
709,18.463021,77.379332,11.5,-47.3,6.68,3.95,Negativno,Ne
710,18.489552,77.380502,4.2,-43.1,7.23,4.19,Negativno,Ne
711,18.492774,77.384208,10.4,-75.2,6.24,3.83,Negativno,Ne
712,18.480384,77.381018,1.0,-54.5,7.55,2.01,Negativno,Ne
713,18.470537,77.385428,11.6,-74.3,6.87,5.23,Negativno,Da
714,18.472364,77.390064,13.6,-70.6,7.09,1.75,Negativno,Ne
715,18.480925,77.386973,3.4,-39.7,6.09,0.79,Negativno,Ne
716,18.478829,77.395167,0.7,-32.7,7.18,1.95,Negativno,Ne
717,18.461957,77.400759,5.2,-62.2,6.9,0.84,Negativno,Ne
718,18.478438,77.384231,1.9,-64.4,6.66,1.25,Negativno,Ne
719,18.478407,77.383453,12.8,-67.0,7.53,2.6,Negativno,Ne
720,18.464649,77.375158,8.3,-59.8,7.53,1.11,Negativno,Ne
721,18.479732,77.384655,7.5,-19.8,6.27,4.32,Negativno,Ne
722,18.484341,77.397827,3.5,-34.5,7.36,4.97,Negativno,Ne
723,18.463622,77.384624,4.2,-37.5,6.41,4.13,Negativno,Ne
724,18.481995,77.412368,10.9,-53.7,6.92,0.16,Negativno,Ne
725,18.478217,77.393822,5.0,-50.7,6.84,0.72,Pozitivno,Ne
726,18.464923,77.397761,13.6,-32.7,7.04,4.45,Negativno,Ne
727,18.473932,77.379482,8.0,-67.1,7.3,5.76,Negativno,Ne
728,18.48787,77.393477,3.0,-43.8,6.86,4.96,Negativno,Ne
